iter	RMSE
255	0.08170134252
256	0.08149258007
257	0.08146291227
258	0.08133099864
259	0.08114386774
260	0.08110860914
261	0.08099307015
262	0.08095506139
263	0.08074250972
264	0.08070773063
265	0.08056943768
266	0.08044987727
267	0.08042311224
268	0.08030808087
269	0.08015109273
270	0.08003855891
271	0.07991144129
272	0.0797294827
273	0.07960316124
274	0.07945724928
275	0.07925418862
276	0.07909802559
277	0.07890797931
278	0.07878334876
279	0.07861785795
280	0.07841630061
281	0.0782454748
282	0.07810973528
283	0.0779483431
284	0.07791162506
285	0.07777357478
286	0.07765090975
287	0.07753443751
288	0.07735610394
289	0.07720644667
290	0.07705320759
291	0.0769283645
292	0.07682123284
293	0.07669307584
294	0.07658554526
295	0.07645238562
296	0.07631281635
297	0.07614379759
298	0.07602340184
299	0.07581674846
300	0.07568428692
301	0.07559700797
302	0.0754888877
303	0.07535169669
304	0.07519607483
305	0.07504929628
306	0.07491124207
307	0.07487850181
308	0.0748520732
309	0.07471822919
310	0.074637255
311	0.07443156405
312	0.07429539042
313	0.07409528009
314	0.07394316162
315	0.07375331312
316	0.07362161136
317	0.07351504291
318	0.07339526212
319	0.07322588031
320	0.07310968706
321	0.073022996
322	0.07292123721
323	0.07281195904
324	0.07270606002
325	0.07259484123
326	0.07252096042
327	0.07237499258
328	0.07225662954
329	0.07213706829
330	0.07198466315
331	0.07187765253
332	0.07174493424
333	0.07165176505
334	0.07153383442
335	0.07140583315
336	0.07127178652
337	0.07115527497
338	0.07106783756
339	0.07096671251
340	0.07083940994
341	0.07068220747
342	0.07056309444
343	0.07045402653
344	0.07024713424
345	0.0701102363
346	0.07000187151
347	0.06990475273
348	0.06978409901
349	0.06969841953
350	0.06960546347
351	0.06952662181
352	0.06935078603
353	0.06922494446
354	0.06909461902
355	0.06897529934
356	0.06884000702
357	0.06870216771
358	0.06856614784
359	0.0684740644
360	0.06840101047
361	0.06834862583
362	0.06823090526
363	0.06806761416
364	0.06802847302
365	0.06787629374
366	0.06772083298
367	0.06761606118
368	0.06745233653
369	0.06737401199
370	0.06725466234
371	0.06716825387
372	0.06705183422
373	0.06688208725
374	0.06680704563
375	0.06672228145
376	0.06660956686
377	0.06642679848
378	0.06629838056
379	0.06622968716
380	0.0661372017
381	0.06600223204
382	0.06585778459
383	0.06579869449
384	0.06568254227
385	0.06555536814
386	0.06548674048
387	0.06534840887
388	0.06522421542
389	0.06518512879
390	0.06505473462
391	0.06493447952
392	0.06482653424
393	0.06477776036
394	0.06464652247
395	0.06451124901
396	0.06441628172
397	0.06437448182
398	0.06433031496
399	0.06426608618
400	0.06414539876
401	0.06405770825
402	0.06391948581
403	0.0637747747
404	0.06369091855
405	0.06361478347
406	0.06351392918
407	0.06340945134
408	0.06333466645
409	0.06319290205
410	0.0630857264
411	0.06303902045
412	0.06297094218
413	0.062872448
414	0.06280213107
415	0.06271345387
416	0.06259765
417	0.06253351032
418	0.06238985355
419	0.06228552743
420	0.06217398844
421	0.06207820937
422	0.06194902265
423	0.06186858388
424	0.06178271647
425	0.06168914197
426	0.06161680423
427	0.06151345382
428	0.06144867021
429	0.06134869878
430	0.06127839841
431	0.06119502301
432	0.06105215625
433	0.060956559
434	0.06085579078
435	0.06072190058
436	0.06062488446
437	0.06049852664
438	0.06042125848
439	0.06035539258
440	0.06027703459
441	0.06018974387
442	0.06005270215
443	0.05996159749
444	0.05982598711
445	0.05974331553
446	0.05964840522
447	0.05963628632
448	0.05951805099
449	0.05943095012
450	0.05933289333
451	0.05922997535
452	0.05909843414
453	0.05896193229
454	0.05886537494
455	0.05874835909
456	0.05867243146
457	0.05855107323
458	0.05847483638
459	0.05837103827
460	0.05825872577
461	0.05819235273
462	0.05809591441
463	0.05800774592
464	0.05795765094
465	0.05792987833
466	0.05778152396
467	0.05769059157
468	0.05763098321
469	0.05761336788
470	0.05750514142
471	0.05741364111
472	0.05732495123
473	0.05720998418
474	0.05715448471
475	0.05708630819
476	0.05696601956
477	0.05686355048
478	0.05680196487
479	0.05668675
480	0.05661414774
481	0.05654571118
482	0.05646987138
483	0.05638282094
484	0.0563252706
485	0.0562586707
486	0.05619143987
487	0.05608843286
488	0.05599433793
489	0.05591459613
490	0.05582509646
491	0.05571403673
492	0.0556640494
493	0.05558952022
494	0.05550453855
495	0.05544896318
496	0.05534050347
497	0.05525472784
498	0.05514697479
499	0.05512403383
500	0.05503684714
501	0.05498874086
502	0.05491445881
503	0.05482962908
504	0.05475054595
505	0.05463481894
506	0.05454377029
507	0.05447384821
508	0.05442674274
509	0.05431626969
510	0.05419819603
511	0.05410810597
512	0.05398696449
513	0.05395699825
514	0.05387267175
515	0.05380498132
516	0.0537228551
517	0.05360322444
518	0.05353435418
519	0.05347895101
520	0.05340390372
521	0.05330175792
522	0.0531738085
523	0.05307711154
524	0.05299662482
525	0.05292183126
526	0.05284266402
527	0.05273182829
528	0.0526629221
529	0.05262519731
530	0.05255726351
531	0.05249693328
532	0.05244002443
533	0.05241027103
534	0.05235270063
535	0.052272694
536	0.05219596285
537	0.05213961599
538	0.05209929048
539	0.05198401159
540	0.05190700812
541	0.05180252903
542	0.0517189525
543	0.05167989216
544	0.051629888
545	0.05154979397
546	0.05154118958
547	0.05148278239
548	0.05140387338
549	0.05134325863
550	0.05124268967
551	0.05117829297
552	0.05108972379
553	0.05103637694
554	0.05097248503
555	0.05087601388
556	0.05081558343
557	0.05074543318
558	0.05065914201
559	0.0505695487
560	0.05049845111
561	0.05045844595
562	0.05045047333
563	0.05044298847
564	0.05043532203
565	0.05034797877
566	0.05026405682
567	0.05020654736
568	0.05013978087
569	0.05007836348
570	0.05007104193
571	0.05005965444
572	0.04997356707
573	0.04991271091
574	0.04984749407
575	0.04975467597
576	0.04969334196
577	0.04961924945
578	0.04954490629
579	0.04945599176
580	0.04938180372
581	0.04932884313
582	0.04921894458
583	0.04915693431
584	0.04908085128
585	0.0490743007
586	0.04901917596
587	0.04889466185
588	0.04881796073
589	0.04875621328
590	0.04867278574
591	0.04865522715
592	0.04861325262
593	0.04855428219
594	0.04848126184
595	0.04846599658
596	0.04845081687
597	0.04839726665
598	0.04835658712
599	0.04828883516
600	0.04826093744
601	0.04812480918
602	0.04804391598
603	0.04799386412
604	0.04794072053
605	0.04786066796
606	0.04778626205
607	0.04771182622
608	0.04763914945
609	0.04755960895
610	0.0474778302
611	0.04740191279
612	0.04733455991
613	0.04725467288
614	0.04719287785
615	0.047065589
616	0.0470207739
617	0.04696128382
618	0.04686171627
619	0.04679204399
620	0.04676839518
621	0.04671687614
622	0.0466195251
623	0.04654159251
624	0.04647111391
625	0.04641051575
626	0.0463536678
627	0.04630218523
628	0.04622793428
629	0.04618244968
630	0.04610583604
631	0.04610187183
632	0.04603714865
633	0.04594296823
634	0.04588886206
635	0.04584894383
636	0.04576758328
637	0.04571893652
638	0.04571532127
639	0.04564095992
640	0.04560416994
641	0.04552003196
642	0.04545940641
643	0.04538296153
644	0.04530169669
645	0.0452388386
646	0.04519271243
647	0.04515281224
648	0.04514944149
649	0.04507903567
650	0.04500376739
651	0.04500049756
652	0.04496162658
653	0.04495588056
654	0.04488381996
655	0.04481429408
656	0.04475607969
657	0.04467693871
658	0.04460485767
659	0.04454257725
660	0.04448303632
661	0.04447808526
662	0.04440200543
663	0.04433841674
664	0.04429093916
665	0.04420879901
666	0.04413631702
667	0.04409520785
668	0.04404611662
669	0.04396417019
670	0.04391863103
671	0.04391420312
672	0.04381848267
673	0.04379471167
674	0.04372551054
675	0.04366554868
676	0.04360434706
677	0.04355024344
678	0.04347466051
679	0.04344498119
680	0.04339759292
681	0.04337244261
682	0.04330342829
683	0.04324252407
684	0.04317557413
685	0.04311221309
686	0.04303879163
687	0.04296954174
688	0.04291632311
689	0.04286022991
690	0.04278024329
691	0.04271563555
692	0.04266114742
693	0.04257595622
694	0.04247186008
695	0.04244009259
696	0.04237823105
697	0.04233187656
698	0.04225929411
699	0.04223274631
700	0.04218398173
701	0.0421270202
702	0.04205217668
703	0.04200799257
704	0.04196575941
705	0.04191891329
706	0.04189074922
707	0.04184753633
708	0.04179753765
709	0.04173497141
710	0.04168858343
711	0.04163838195
712	0.04159099685
713	0.04153098768
714	0.04148656219
715	0.04142658281
716	0.04139035312
717	0.04131160656
718	0.04129425301
719	0.04129007148
720	0.04123369041
721	0.04118172074
722	0.04113002829
723	0.04105866663
724	0.04101263996
725	0.04097979443
726	0.04097624831
727	0.04095362631
728	0.04090053077
729	0.04089573646
730	0.04082151512
731	0.04081810555
732	0.04076226907
733	0.04075858294
734	0.04068443489
735	0.04061943121
736	0.04056279814
737	0.04052336102
738	0.04046394106
739	0.04046186181
740	0.04040132796
741	0.04034965323
742	0.0402974454
743	0.0402623688
744	0.04022062447
745	0.04018410055
746	0.04011374701
747	0.04007309335
748	0.04000479192
749	0.03996003288
750	0.03991857208
751	0.03985307203
752	0.03984825625
753	0.03979517478
754	0.03974430361
755	0.0397108736
756	0.03966041065
757	0.03965239253
758	0.03962836499
759	0.03957711561
760	0.03954980755
761	0.03950386908
762	0.03948477343
763	0.03944544151
764	0.03941455012
765	0.0393926633
766	0.03939005331
767	0.03934045867
768	0.03933820021
769	0.03929013804
770	0.03922943652
771	0.03916583475
772	0.0390996383
773	0.03906471817
774	0.03902000449
775	0.03897009668
776	0.03891607299
777	0.0388547473
778	0.03883933114
779	0.0387704876
780	0.03872265518
781	0.03870518812
782	0.03865841256
783	0.03860693956
784	0.0385702506
785	0.03851945403
786	0.03845689346
787	0.03841573991
788	0.03838484536
789	0.03834153166
790	0.038288282
791	0.03828554469
792	0.03826070046
793	0.03825593428
794	0.03822567646
795	0.03816180788
796	0.03811884696
797	0.03808472943
798	0.03802558369
799	0.03797405842
800	0.03792777466
801	0.03788192478
802	0.03787814763
803	0.03784585709
804	0.03780142501
805	0.03775551706
806	0.03768130744
807	0.03763685562
808	0.03760028641
809	0.03754243019
810	0.03754038152
811	0.03748696908
812	0.03745251926
813	0.03740076773
814	0.03735353527
815	0.03729358971
816	0.03723789903
817	0.03718880694
818	0.03715480648
819	0.03709621658
820	0.03702749737
821	0.03700458398
822	0.03696330634
823	0.03693283025
824	0.03691080066
825	0.03687230516
826	0.03687018773
827	0.0368366943
828	0.0367693786
829	0.03672061338
830	0.03669258799
831	0.0366532901
832	0.03659874989
833	0.03655290013
834	0.03650465335
835	0.03644176057
836	0.03640931542
837	0.03637595623
838	0.03634312572
839	0.03631575668
840	0.03624826798
841	0.03622908321
842	0.03620158674
843	0.03614813318
844	0.0360929376
845	0.03606338496
846	0.0360338519
847	0.03598298646
848	0.03593577532
849	0.03588002893
850	0.03585813332
851	0.03581741119
852	0.03581444655
853	0.03575445241
854	0.03572473599
855	0.03567690604
856	0.03560650098
857	0.03556235338
858	0.03553046458
859	0.03548281725
860	0.03545214666
861	0.03541323128
862	0.03536824601
863	0.03532204773
864	0.03528088327
865	0.03523631698
866	0.03520559052
867	0.03517671724
868	0.03510395246
869	0.03507301674
870	0.03501388174
871	0.03500152261
872	0.03496741044
873	0.03496525456
874	0.03491323627
875	0.03488509829
876	0.03485144423
877	0.03480107123
878	0.03474549965
879	0.03469269649
880	0.03465725788
881	0.03461671569
882	0.03458659285
883	0.03453904153
884	0.03452031579
885	0.0344778529
886	0.03443117665
887	0.03436701108
888	0.0343334446
889	0.03426012762
890	0.03420381416
891	0.03414855586
892	0.03413301711
893	0.03410558017
894	0.03409838221
895	0.03405505062
896	0.03402079628
897	0.03400751921
898	0.03395298331
899	0.03390745184
900	0.03387513807
901	0.03385715451
902	0.03382433268
903	0.03378459592
904	0.03372792464
905	0.03369002004
906	0.03365353412
907	0.03361820907
908	0.03357152048
909	0.03352925173
910	0.03349681863
911	0.03345642465
912	0.03340966166
913	0.03338042601
914	0.03334094669
915	0.03327965553
916	0.03323108913
917	0.03318248023
918	0.03316088238
919	0.03312221835
920	0.03305939412
921	0.03303732641
922	0.03298644231
923	0.03295086489
924	0.03291011788
925	0.03287933372
926	0.03284257674
927	0.03279414993
928	0.03278103906
929	0.03275511681
930	0.03271146962
931	0.03270949789
932	0.0326757762
933	0.03266731199
934	0.03264725083
935	0.03260087428
936	0.03258233019
937	0.03251367703
938	0.03249250498
939	0.03245297638
940	0.0323978472
941	0.03237405537
942	0.03231321555
943	0.03227898125
944	0.03222597098
945	0.03219349685
946	0.032188997
947	0.03217026566
948	0.03213550957
949	0.03211690322
950	0.03209121647
951	0.03207367092
952	0.03203129772
953	0.03199973419
954	0.03195846027
955	0.03193092879
956	0.03190003293
957	0.03185397041
958	0.03179820605
959	0.03176230694
960	0.03172115594
961	0.03171305101
962	0.03165869919
963	0.03160718797
964	0.03159045135
965	0.03156404758
966	0.03149266887
967	0.03147914691
968	0.03144659672
969	0.0314096786
970	0.03138756171
971	0.03136307764
972	0.03131596034
973	0.03128143365
974	0.03123255401
975	0.03121362124
976	0.03117467522
977	0.03116443415
978	0.03110286588
979	0.03107138998
980	0.0310360928
981	0.0310149917
982	0.03098667706
983	0.03096319394
984	0.03090512142
985	0.03086835457
986	0.03084780882
987	0.03081588242
988	0.03078599773
989	0.03075990192
990	0.03075255684
991	0.03073674591
992	0.03069694778
993	0.03065680062
994	0.03060909605
995	0.03056487273
996	0.03053738266
997	0.03052522583
998	0.03052153365
999	0.03048579196
